frame;time;player_pos_x;player_pos_y;player_pos_z;player_up_x;player_up_y;player_up_z;rel_r_hand_x;rel_r_hand_y;rel_r_hand_z;r_hand_up_x;r_hand_up_y;r_hand_up_z;gaze_vec_x;gaze_vec_y;gaze_vec_z;gaze_p_x;gaze_p_y;gaze_p_z;obj_tag;gaze_to_screen_x;gaze_to_screen_y;gaze_to_screen_z;obj_interacted_with
815;08-04-2022 16:09:07 472;-1,9843;1,2656;1,5668;0,1328;0,8368;0,5312;0,1374;-0,1584;0,6902;0,1385;0,9748;0,1751;0,1545;-0,2468;0,9567;-1,9770;0,6420;2,2010;8;1.179,7070;1.143,5090;0,8691;0
816;08-04-2022 16:09:07 483;-1,9846;1,2662;1,5652;0,1297;0,8379;0,5302;0,1392;-0,1619;0,6839;0,1511;0,9734;0,1721;0,1514;-0,2513;0,9560;-1,9770;0,6420;2,2010;8;1.184,0040;1.142,6270;0,8707;0
817;08-04-2022 16:09:07 495;-1,9848;1,2668;1,5636;0,1260;0,8392;0,5291;0,1422;-0,1660;0,6777;0,1683;0,9714;0,1677;0,1475;-0,2458;0,9580;-1,9770;0,6420;2,2010;8;1.188,2820;1.141,6910;0,8722;0
818;08-04-2022 16:09:07 505;-1,9854;1,2676;1,5620;0,1214;0,8410;0,5272;0,1442;-0,1708;0,6700;0,1871;0,9686;0,1636;0,1457;-0,2491;0,9574;-1,9770;0,6420;2,2010;8;1.193,8100;1.139,4250;0,8736;0
819;08-04-2022 16:09:07 516;-1,9860;1,2683;1,5605;0,1170;0,8428;0,5254;0,1483;-0,1759;0,6626;0,2141;0,9644;0,1550;0,1324;-0,2480;0,9596;-1,9770;0,6420;2,2010;8;1.199,3940;1.137,3290;0,8750;0
820;08-04-2022 16:09:07 528;-1,9865;1,2690;1,5589;0,1127;0,8446;0,5235;0,1508;-0,1806;0,6534;0,2380;0,9600;0,1473;0,1373;-0,2454;0,9596;-1,9770;0,6420;2,2010;8;1.205,5880;1.135,0890;0,8763;0
821;08-04-2022 16:09:07 538;-1,9868;1,2694;1,5574;0,1089;0,8461;0,5218;0,1547;-0,1853;0,6456;0,2608;0,9553;0,1391;0,1670;-0,2715;0,9478;-1,9770;0,6420;2,2010;8;1.211,1300;1.133,4430;0,8775;0
822;08-04-2022 16:09:07 550;-1,9873;1,2700;1,5557;0,1052;0,8472;0,5207;0,1594;-0,1893;0,6377;0,2829;0,9503;0,1303;0,2334;-0,2931;0,9272;-1,9770;0,6420;2,2010;8;1.217,6460;1.132,7150;0,8791;0
823;08-04-2022 16:09:07 561;-1,9879;1,2704;1,5539;0,1017;0,8480;0,5201;0,1641;-0,1932;0,6299;0,3043;0,9448;0,1210;0,2481;-0,2890;0,9246;-1,9770;0,6420;2,2010;8;1.224,0820;1.132,7060;0,8807;0
824;08-04-2022 16:09:07 572;-1,9885;1,2709;1,5520;0,0983;0,8483;0,5203;0,1694;-0,1967;0,6218;0,3227;0,9401;0,1099;0,2504;-0,2878;0,9244;-1,9770;0,6420;2,2010;8;1.230,8700;1.133,8600;0,8825;0
825;08-04-2022 16:09:07 583;-1,9890;1,2713;1,5502;0,0951;0,8484;0,5207;0,1730;-0,1994;0,6129;0,3368;0,9367;0,0961;0,2358;-0,2893;0,9277;-1,9770;0,6420;2,2010;8;1.237,6700;1.135,3500;0,8844;0
826;08-04-2022 16:09:07 594;-1,9893;1,2716;1,5482;0,0926;0,8484;0,5212;0,1775;-0,2023;0,6050;0,3458;0,9348;0,0807;0,2353;-0,2893;0,9279;-1,9770;0,6420;2,2010;8;1.244,5340;1.137,2960;0,8863;0
827;08-04-2022 16:09:07 605;-1,9898;1,2719;1,5462;0,0904;0,8487;0,5212;0,1810;-0,2051;0,5962;0,3551;0,9325;0,0658;0,2339;-0,2855;0,9294;-1,9770;0,6420;2,2010;8;1.251,4310;1.138,4420;0,8880;0
828;08-04-2022 16:09:07 617;-1,9905;1,2721;1,5443;0,0889;0,8488;0,5211;0,1854;-0,2083;0,5881;0,3608;0,9314;0,0477;0,2356;-0,2894;0,9277;-1,9770;0,6420;2,2010;8;1.258,6270;1.139,7140;0,8896;0
829;08-04-2022 16:09:07 628;-1,9911;1,2723;1,5424;0,0877;0,8491;0,5209;0,1881;-0,2110;0,5790;0,3702;0,9284;0,0305;0,2258;-0,2867;0,9310;-1,9770;0,6420;2,2010;8;1.265,4410;1.140,7790;0,8912;0
830;08-04-2022 16:09:07 639;-1,9916;1,2725;1,5404;0,0865;0,8492;0,5209;0,1917;-0,2144;0,5713;0,3826;0,9238;0,0154;0,2230;-0,2903;0,9306;-1,9770;0,6420;2,2010;8;1.272,3650;1.142,1840;0,8927;0
831;08-04-2022 16:09:07 650;-1,9922;1,2726;1,5384;0,0850;0,8493;0,5210;0,1942;-0,2177;0,5630;0,4008;0,9162;0,0039;0,2176;-0,2940;0,9307;-1,9770;0,6420;2,2010;8;1.279,5740;1.143,7980;0,8942;0
832;08-04-2022 16:09:07 662;-1,9923;1,2726;1,5364;0,0834;0,8491;0,5215;0,1970;-0,2210;0,5557;0,4192;0,9079;-0,0067;0,2064;-0,2835;0,9365;-1,9770;0,6420;2,2010;8;1.286,2260;1.145,8640;0,8958;0
833;08-04-2022 16:09:07 673;-1,9928;1,2726;1,5344;0,0813;0,8488;0,5224;0,2001;-0,2248;0,5485;0,4391;0,8984;-0,0108;0,2042;-0,2907;0,9348;-1,9770;0,6420;2,2010;8;1.293,6680;1.148,4140;0,8973;0
834;08-04-2022 16:09:07 684;-1,9933;1,2726;1,5324;0,0792;0,8485;0,5232;0,2031;-0,2284;0,5411;0,4559;0,8899;-0,0176;0,2005;-0,2872;0,9366;-1,9770;0,6420;2,2010;8;1.301,0380;1.151,0110;0,8989;0
835;08-04-2022 16:09:07 695;-1,9943;1,2728;1,5302;0,0771;0,8480;0,5244;0,2058;-0,2317;0,5348;0,4728;0,8809;-0,0201;0,1963;-0,2819;0,9391;-1,9770;0,6420;2,2010;8;1.308,8860;1.153,9750;0,9006;0
836;08-04-2022 16:09:07 706;-1,9948;1,2728;1,5281;0,0754;0,8473;0,5257;0,2071;-0,2345;0,5286;0,4857;0,8739;-0,0209;0,1872;-0,2925;0,9377;-1,9770;0,6420;2,2010;8;1.315,3120;1.157,2060;0,9022;0
837;08-04-2022 16:09:07 718;-1,9954;1,2729;1,5260;0,0741;0,8468;0,5267;0,2085;-0,2374;0,5226;0,4978;0,8670;-0,0229;0,1766;-0,2645;0,9481;-1,9770;0,6420;2,2010;8;1.321,7090;1.160,0260;0,9039;0
838;08-04-2022 16:09:07 729;-1,9959;1,2728;1,5240;0,0737;0,8462;0,5278;0,2091;-0,2396;0,5169;0,5085;0,8608;-0,0232;0,1773;-0,2646;0,9479;-1,9770;0,6420;2,2010;8;1.327,6710;1.162,9950;0,9054;0
839;08-04-2022 16:09:07 741;-1,9964;1,2728;1,5220;0,0734;0,8456;0,5288;0,2098;-0,2419;0,5118;0,5187;0,8547;-0,0223;0,1619;-0,2787;0,9466;-1,9770;0,6420;2,2010;8;1.333,2020;1.165,8890;0,9068;0
840;08-04-2022 16:09:07 751;-1,9968;1,2728;1,5201;0,0740;0,8451;0,5295;0,2105;-0,2440;0,5071;0,5272;0,8495;-0,0217;0,1501;-0,2817;0,9477;-1,9770;0,6420;2,2010;8;1.338,3180;1.168,4280;0,9082;0
841;08-04-2022 16:09:07 762;-1,9971;1,2727;1,5181;0,0748;0,8449;0,5297;0,2118;-0,2464;0,5027;0,5327;0,8460;-0,0220;0,1395;-0,2539;0,9571;-1,9770;0,6420;2,2010;8;1.342,9270;1.170,3420;0,9095;0
842;08-04-2022 16:09:07 773;-1,9975;1,2728;1,5161;0,0752;0,8448;0,5298;0,2123;-0,2485;0,4982;0,5387;0,8422;-0,0224;0,1456;-0,2543;0,9561;-1,9770;0,6420;2,2010;8;1.347,2980;1.171,9860;0,9109;0
843;08-04-2022 16:09:07 785;-1,9980;1,2729;1,5142;0,0752;0,8445;0,5302;0,2128;-0,2501;0,4941;0,5428;0,8396;-0,0229;0,1168;-0,2624;0,9579;-1,9770;0,6420;2,2010;8;1.351,4390;1.173,9750;0,9122;0
844;08-04-2022 16:09:07 796;-1,9982;1,2729;1,5123;0,0747;0,8441;0,5309;0,2128;-0,2511;0,4905;0,5438;0,8389;-0,0226;0,1216;-0,2476;0,9612;-1,9770;0,6420;2,2010;8;1.355,0030;1.176,3550;0,9136;0
845;08-04-2022 16:09:07 807;-1,9987;1,2729;1,5103;0,0737;0,8437;0,5317;0,2126;-0,2518;0,4871;0,5445;0,8385;-0,0222;0,1155;-0,2412;0,9636;-1,9770;0,6420;2,2010;8;1.358,6410;1.178,7920;0,9151;0
846;08-04-2022 16:09:07 818;-1,9987;1,2728;1,5084;0,0726;0,8433;0,5326;0,2109;-0,2517;0,4838;0,5447;0,8384;-0,0213;0,1096;-0,2437;0,9636;-1,9770;0,6420;2,2010;8;1.361,1760;1.181,5450;0,9166;0
847;08-04-2022 16:09:07 829;-1,9992;1,2728;1,5064;0,0713;0,8431;0,5329;0,2103;-0,2521;0,4810;0,5456;0,8378;-0,0204;0,1053;-0,2405;0,9649;-1,9770;0,6420;2,2010;8;1.363,8910;1.183,3540;0,9181;0
848;08-04-2022 16:09:07 840;-1,9996;1,2728;1,5044;0,0701;0,8434;0,5327;0,2102;-0,2533;0,4783;0,5468;0,8370;-0,0196;0,1076;-0,2401;0,9648;-1,9770;0,6420;2,2010;8;1.365,9430;1.184,4440;0,9195;0
849;08-04-2022 16:09:07 852;-2,0001;1,2731;1,5026;0,0691;0,8441;0,5318;0,2092;-0,2536;0,4755;0,5458;0,8377;-0,0195;0,1011;-0,2372;0,9662;-1,9770;0,6420;2,2010;8;1.367,6960;1.184,4190;0,9208;0
850;08-04-2022 16:09:07 863;-2,0003;1,2734;1,5008;0,0686;0,8449;0,5306;0,2084;-0,2542;0,4726;0,5435;0,8392;-0,0200;0,0924;-0,2227;0,9705;-1,9770;0,6420;2,2010;8;1.369,2180;1.183,9580;0,9221;0
851;08-04-2022 16:09:07 873;-2,0007;1,2737;1,4991;0,0683;0,8458;0,5291;0,2077;-0,2549;0,4695;0,5392;0,8419;-0,0207;0,0932;-0,2197;0,9711;-1,9770;0,6420;2,2010;8;1.370,8160;1.183,0020;0,9232;0
852;08-04-2022 16:09:07 884;-2,0013;1,2740;1,4975;0,0677;0,8470;0,5272;0,2070;-0,2551;0,4665;0,5322;0,8463;-0,0226;0,0933;-0,2200;0,9710;-1,9770;0,6420;2,2010;8;1.372,2980;1.181,5840;0,9242;0
853;08-04-2022 16:09:07 896;-2,0025;1,2744;1,4958;0,0667;0,8479;0,5260;0,2072;-0,2547;0,4635;0,5253;0,8505;-0,0263;0,0913;-0,2259;0,9699;-1,9770;0,6420;2,2010;8;1.374,4860;1.180,8110;0,9254;0
854;08-04-2022 16:09:07 907;-2,0030;1,2747;1,4941;0,0656;0,8487;0,5248;0,2066;-0,2537;0,4603;0,5216;0,8527;-0,0304;0,0889;-0,2243;0,9704;-1,9770;0,6420;2,2010;8;1.375,6670;1.180,2550;0,9266;0
855;08-04-2022 16:09:07 918;-2,0037;1,2750;1,4925;0,0641;0,8494;0,5239;0,2060;-0,2524;0,4574;0,5199;0,8535;-0,0346;0,0774;-0,2191;0,9726;-1,9770;0,6420;2,2010;8;1.376,6110;1.179,9760;0,9279;0
856;08-04-2022 16:09:07 948;-2,0042;1,2754;1,4909;0,0621;0,8504;0,5225;0,2055;-0,2514;0,4532;0,5183;0,8542;-0,0415;0,0849;-0,2223;0,9713;-1,9770;0,6420;2,2010;8;1.377,1430;1.178,8880;0,9291;0
857;08-04-2022 16:09:07 958;-2,0053;1,2762;1,4878;0,0581;0,8528;0,5190;0,2047;-0,2485;0,4459;0,5235;0,8498;-0,0611;0,0808;-0,2204;0,9720;-1,9770;0,6420;2,2010;8;1.377,2820;1.175,6780;0,9314;0
858;08-04-2022 16:09:07 970;-2,0067;1,2773;1,4852;0,0536;0,8559;0,5144;0,2050;-0,2491;0,4433;0,5285;0,8458;-0,0724;0,0815;-0,2235;0,9713;-1,9770;0,6420;2,2010;8;1.377,6530;1.170,5900;0,9332;0
859;08-04-2022 16:09:07 980;-2,0079;1,2778;1,4839;0,0512;0,8575;0,5120;0,2045;-0,2480;0,4398;0,5325;0,8424;-0,0823;0,0815;-0,2249;0,9710;-1,9770;0,6420;2,2010;8;1.378,5070;1.167,8170;0,9340;0
860;08-04-2022 16:09:07 991;-2,0087;1,2783;1,4826;0,0488;0,8590;0,5096;0,2049;-0,2475;0,4373;0,5366;0,8388;-0,0924;0,0804;-0,2245;0,9711;-1,9770;0,6420;2,2010;8;1.378,6090;1.165,2300;0,9349;0
861;08-04-2022 16:09:08 2;-2,0093;1,2786;1,4814;0,0471;0,8601;0,5079;0,2052;-0,2464;0,4348;0,5380;0,8367;-0,1020;0,0799;-0,2372;0,9682;-1,9770;0,6420;2,2010;8;1.378,4690;1.163,5160;0,9358;0
862;08-04-2022 16:09:08 13;-2,0097;1,2788;1,4802;0,0452;0,8612;0,5063;0,2051;-0,2454;0,4326;0,5351;0,8373;-0,1126;0,0791;-0,2389;0,9678;-1,9770;0,6420;2,2010;8;1.377,9790;1.161,9790;0,9366;0
863;08-04-2022 16:09:08 23;-2,0102;1,2791;1,4790;0,0437;0,8622;0,5047;0,2062;-0,2450;0,4309;0,5268;0,8411;-0,1223;0,0724;-0,2345;0,9694;-1,9770;0,6420;2,2010;8;1.377,5330;1.160,5380;0,9374;0
864;08-04-2022 16:09:08 35;-2,0111;1,2796;1,4780;0,0427;0,8632;0,5030;0,2065;-0,2445;0,4293;0,5132;0,8483;-0,1304;0,0744;-0,2384;0,9683;-1,9770;0,6420;2,2010;8;1.377,6520;1.158,7010;0,9382;0
865;08-04-2022 16:09:08 46;-2,0116;1,2800;1,4770;0,0417;0,8645;0,5009;0,2071;-0,2443;0,4275;0,5001;0,8550;-0,1373;0,0750;-0,2419;0,9674;-1,9770;0,6420;2,2010;8;1.376,9170;1.156,3890;0,9389;0
866;08-04-2022 16:09:08 57;-2,0123;1,2806;1,4762;0,0413;0,8659;0,4985;0,2070;-0,2446;0,4261;0,4794;0,8661;-0,1418;0,0642;-0,2411;0,9684;-1,9770;0,6420;2,2010;8;1.376,6440;1.153,4190;0,9394;0
867;08-04-2022 16:09:08 68;-2,0127;1,2810;1,4754;0,0406;0,8674;0,4960;0,2056;-0,2443;0,4244;0,4603;0,8757;-0,1460;0,0690;-0,2481;0,9663;-1,9770;0,6420;2,2010;8;1.375,7590;1.150,3920;0,9399;0
868;08-04-2022 16:09:08 79;-2,0135;1,2816;1,4748;0,0401;0,8690;0,4932;0,2056;-0,2449;0,4229;0,4455;0,8826;-0,1500;0,0731;-0,2443;0,9669;-1,9770;0,6420;2,2010;8;1.375,3600;1.146,7300;0,9402;0
869;08-04-2022 16:09:08 90;-2,0142;1,2820;1,4740;0,0394;0,8704;0,4907;0,2055;-0,2452;0,4217;0,4336;0,8879;-0,1535;0,0838;-0,2452;0,9658;-1,9770;0,6420;2,2010;8;1.374,7790;1.143,7200;0,9405;0
870;08-04-2022 16:09:08 102;-2,0145;1,2823;1,4733;0,0383;0,8719;0,4882;0,2033;-0,2445;0,4201;0,4228;0,8924;-0,1577;0,0784;-0,2453;0,9663;-1,9770;0,6420;2,2010;8;1.373,7830;1.140,6500;0,9409;0
871;08-04-2022 16:09:08 113;-2,0151;1,2829;1,4726;0,0370;0,8733;0,4858;0,2031;-0,2450;0,4190;0,4160;0,8950;-0,1612;0,0623;-0,2346;0,9701;-1,9770;0,6420;2,2010;8;1.373,3590;1.137,6790;0,9413;0
872;08-04-2022 16:09:08 123;-2,0154;1,2833;1,4719;0,0356;0,8745;0,4837;0,2030;-0,2454;0,4182;0,4105;0,8968;-0,1649;0,0385;-0,1864;0,9817;-1,9770;0,6420;2,2010;8;1.372,3300;1.135,0070;0,9417;0
873;08-04-2022 16:09:08 135;-2,0159;1,2838;1,4713;0,0348;0,8759;0,4812;0,2027;-0,2460;0,4173;0,4062;0,8982;-0,1681;0,0187;-0,1175;0,9929;-2,5000;0,0000;2,5000;0;999,2884;924,2216;1,5516;0
874;08-04-2022 16:09:08 146;-2,0162;1,2844;1,4707;0,0344;0,8775;0,4783;0,2019;-0,2466;0,4161;0,4007;0,9001;-0,1709;-0,0086;-0,0630;0,9980;-2,5000;0,0000;2,5000;0;997,9388;920,1988;1,5498;0
875;08-04-2022 16:09:08 157;-2,0159;1,2849;1,4702;0,0346;0,8795;0,4747;0,2010;-0,2477;0,4153;0,3976;0,9013;-0,1720;-0,0140;-0,0368;0,9992;-2,5000;0,0000;2,5000;0;995,9462;915,0261;1,5474;0
876;08-04-2022 16:09:08 168;-2,0162;1,2855;1,4697;0,0351;0,8814;0,4710;0,2008;-0,2493;0,4144;0,3951;0,9023;-0,1725;-0,0703;0,0466;0,9964;-1,9760;1,0710;2,2380;5;1.361,7130;1.610,8040;0,7740;0
877;08-04-2022 16:09:08 180;-2,0163;1,2861;1,4693;0,0356;0,8835;0,4671;0,2008;-0,2510;0,4138;0,3949;0,9024;-0,1726;-0,0849;0,0903;0,9923;-1,9760;1,0710;2,2380;5;1.360,0210;1.605,1520;0,7755;0
878;08-04-2022 16:09:08 190;-2,0166;1,2868;1,4690;0,0359;0,8856;0,4631;0,2005;-0,2527;0,4128;0,3964;0,9017;-0,1729;-0,1020;0,1228;0,9872;-1,9760;1,0710;2,2380;5;1.358,8370;1.599,3340;0,7769;0
879;08-04-2022 16:09:08 202;-2,0168;1,2874;1,4688;0,0360;0,8873;0,4597;0,2008;-0,2545;0,4120;0,3961;0,9015;-0,1744;-0,1448;0,1636;0,9758;-1,9760;1,0710;2,2380;5;1.357,9350;1.594,2600;0,7781;0
880;08-04-2022 16:09:08 213;-2,0171;1,2880;1,4685;0,0359;0,8892;0,4561;0,2003;-0,2561;0,4111;0,3963;0,9010;-0,1763;-0,1486;0,1767;0,9730;-1,9760;1,0710;2,2380;5;1.356,7300;1.588,9600;0,7794;0
881;08-04-2022 16:09:08 224;-2,0173;1,2886;1,4683;0,0353;0,8909;0,4528;0,2004;-0,2580;0,4104;0,3957;0,9008;-0,1789;-0,1547;0,1879;0,9699;-1,9760;1,0710;2,2380;5;1.356,0840;1.584,1080;0,7805;0
882;08-04-2022 16:09:08 236;-2,0175;1,2892;1,4681;0,0345;0,8926;0,4494;0,1995;-0,2598;0,4096;0,3956;0,9004;-0,1810;-0,1536;0,1810;0,9714;-1,9760;1,0710;2,2380;5;1.355,0930;1.579,0200;0,7816;0
883;08-04-2022 16:09:08 246;-2,0177;1,2898;1,4679;0,0333;0,8944;0,4461;0,1985;-0,2616;0,4088;0,3950;0,9004;-0,1824;-0,1535;0,1767;0,9722;-1,9760;1,0710;2,2380;5;1.354,5660;1.574,1250;0,7826;0
884;08-04-2022 16:09:08 257;-2,0178;1,2902;1,4678;0,0320;0,8959;0,4431;0,1974;-0,2632;0,4080;0,3938;0,9005;-0,1842;-0,1456;0,1733;0,9740;-1,9760;1,0710;2,2380;5;1.353,8560;1.569,6890;0,7835;0
885;08-04-2022 16:09:08 269;-2,0180;1,2907;1,4677;0,0310;0,8972;0,4404;0,1969;-0,2650;0,4075;0,3925;0,9009;-0,1852;-0,1123;0,1570;0,9812;-1,9760;1,0710;2,2380;5;1.353,6200;1.565,6840;0,7843;0
886;08-04-2022 16:09:08 279;-2,0182;1,2912;1,4676;0,0303;0,8984;0,4381;0,1969;-0,2669;0,4071;0,3901;0,9020;-0,1851;-0,1082;0,1513;0,9825;-1,9760;1,0710;2,2380;5;1.353,5630;1.562,1890;0,7850;0
887;08-04-2022 16:09:08 290;-2,0187;1,2917;1,4676;0,0299;0,8996;0,4357;0,1962;-0,2686;0,4066;0,3854;0,9040;-0,1851;-0,1009;0,1445;0,9843;-1,9760;1,0710;2,2380;5;1.353,6840;1.558,5060;0,7856;0
888;08-04-2022 16:09:08 303;-2,0189;1,2922;1,4676;0,0297;0,9009;0,4330;0,1959;-0,2708;0,4061;0,3795;0,9066;-0,1848;-0,1000;0,1349;0,9858;-1,9760;1,0710;2,2380;5;1.353,3980;1.554,4570;0,7863;0
889;08-04-2022 16:09:08 313;-2,0192;1,2928;1,4675;0,0299;0,9024;0,4299;0,1951;-0,2728;0,4056;0,3737;0,9091;-0,1842;-0,0914;0,1317;0,9871;-1,9760;1,0710;2,2380;5;1.352,9120;1.549,9970;0,7871;0
890;08-04-2022 16:09:08 323;-2,0194;1,2933;1,4676;0,0299;0,9039;0,4267;0,1945;-0,2752;0,4050;0,3661;0,9124;-0,1830;-0,0956;0,1304;0,9868;-1,9760;1,0710;2,2380;5;1.352,7360;1.545,2860;0,7878;0
891;08-04-2022 16:09:08 335;-2,0201;1,2940;1,4678;0,0296;0,9057;0,4229;0,1939;-0,2780;0,4043;0,3555;0,9168;-0,1821;-0,1022;0,1290;0,9864;-1,9760;1,0710;2,2380;5;1.353,0850;1.539,7900;0,7884;0
892;08-04-2022 16:09:08 346;-2,0204;1,2945;1,4678;0,0294;0,9073;0,4194;0,1934;-0,2807;0,4038;0,3426;0,9217;-0,1819;-0,1002;0,1290;0,9866;-1,9760;1,0710;2,2380;5;1.353,3250;1.534,8610;0,7890;0
893;08-04-2022 16:09:08 357;-2,0206;1,2949;1,4678;0,0286;0,9088;0,4162;0,1923;-0,2832;0,4033;0,3273;0,9272;-0,1819;-0,1021;0,1255;0,9868;-1,9760;1,0710;2,2380;5;1.353,5490;1.530,3860;0,7896;0
894;08-04-2022 16:09:08 369;-2,0209;1,2954;1,4679;0,0275;0,9102;0,4132;0,1912;-0,2856;0,4027;0,3111;0,9328;-0,1818;-0,0806;0,1107;0,9906;-1,9760;1,0710;2,2380;5;1.354,0900;1.526,1190;0,7901;0
895;08-04-2022 16:09:08 380;-2,0208;1,2957;1,4678;0,0267;0,9115;0,4104;0,1913;-0,2884;0,4024;0,2914;0,9391;-0,1819;-0,0684;0,0996;0,9927;-1,9760;1,0710;2,2380;5;1.353,8730;1.522,2650;0,7907;0
896;08-04-2022 16:09:08 392;-2,0208;1,2960;1,4677;0,0261;0,9128;0,4076;0,1899;-0,2903;0,4017;0,2709;0,9450;-0,1834;-0,0675;0,0991;0,9928;-1,9760;1,0710;2,2380;5;1.353,7460;1.518,4160;0,7913;0
897;08-04-2022 16:09:08 403;-2,0210;1,2966;1,4678;0,0257;0,9140;0,4048;0,1897;-0,2924;0,4009;0,2518;0,9497;-0,1863;-0,0776;0,1115;0,9907;-1,9760;1,0710;2,2380;5;1.353,8000;1.514,3230;0,7918;0
898;08-04-2022 16:09:08 415;-2,0211;1,2970;1,4678;0,0256;0,9156;0,4013;0,1885;-0,2939;0,3994;0,2322;0,9536;-0,1916;-0,0734;0,1040;0,9919;-1,9760;1,0710;2,2380;5;1.353,0730;1.509,5480;0,7924;0
899;08-04-2022 16:09:08 426;-2,0213;1,2976;1,4679;0,0257;0,9172;0,3975;0,1891;-0,2960;0,3979;0,2162;0,9561;-0,1977;-0,0735;0,1013;0,9921;-1,9760;1,0710;2,2380;5;1.352,8430;1.504,1800;0,7929;0
900;08-04-2022 16:09:08 437;-2,0210;1,2981;1,4681;0,0259;0,9191;0,3932;0,1881;-0,2969;0,3956;0,2070;0,9562;-0,2069;-0,0816;0,0913;0,9925;-1,9760;1,0710;2,2380;5;1.351,1890;1.498,3940;0,7936;0
901;08-04-2022 16:09:08 448;-2,0211;1,2987;1,4684;0,0258;0,9212;0,3882;0,1885;-0,2987;0,3929;0,2046;0,9546;-0,2164;-0,0855;0,0939;0,9919;-1,9760;1,0710;2,2380;5;1.350,1220;1.491,5910;0,7941;0
902;08-04-2022 16:09:08 460;-2,0213;1,2994;1,4687;0,0256;0,9235;0,3829;0,1894;-0,3004;0,3899;0,2115;0,9509;-0,2260;-0,0682;0,0733;0,9950;-1,9760;1,0710;2,2380;5;1.349,0730;1.484,2190;0,7947;0
903;08-04-2022 16:09:08 471;-2,0212;1,3000;1,4690;0,0258;0,9257;0,3773;0,1893;-0,3007;0,3863;0,2229;0,9456;-0,2368;-0,0606;0,0737;0,9954;-1,9760;1,0710;2,2380;5;1.347,5810;1.476,8150;0,7953;0
904;08-04-2022 16:09:08 483;-2,0214;1,3006;1,4693;0,0254;0,9279;0,3720;0,1897;-0,3014;0,3827;0,2319;0,9403;-0,2491;-0,0584;0,0665;0,9961;-1,9760;1,0710;2,2380;5;1.346,2510;1.469,5380;0,7958;0
905;08-04-2022 16:09:08 494;-2,0215;1,3014;1,4695;0,0253;0,9301;0,3665;0,1899;-0,3011;0,3786;0,2395;0,9339;-0,2655;-0,0665;0,0501;0,9965;-1,9760;1,0710;2,2380;5;1.344,8520;1.462,1230;0,7964;0
906;08-04-2022 16:09:08 505;-2,0216;1,3022;1,4698;0,0248;0,9324;0,3605;0,1907;-0,3019;0,3747;0,2426;0,9281;-0,2825;-0,0641;0,0481;0,9968;-1,9760;1,0710;2,2380;5;1.343,0060;1.453,9350;0,7969;0
907;08-04-2022 16:09:08 517;-2,0214;1,3028;1,4700;0,0245;0,9348;0,3544;0,1905;-0,3011;0,3702;0,2438;0,9212;-0,3031;-0,0743;0,0465;0,9961;-1,9760;1,0710;2,2380;5;1.340,5180;1.446,0010;0,7976;0
908;08-04-2022 16:09:08 528;-2,0215;1,3036;1,4702;0,0237;0,9369;0,3489;0,1909;-0,3007;0,3657;0,2428;0,9145;-0,3236;-0,1029;0,0566;0,9931;-1,9760;1,0710;2,2380;5;1.338,6700;1.438,4980;0,7981;0
909;08-04-2022 16:09:08 539;-2,0217;1,3043;1,4703;0,0229;0,9390;0,3432;0,1923;-0,3005;0,3613;0,2436;0,9070;-0,3435;-0,1382;0,0648;0,9883;-1,9760;1,0710;2,2380;5;1.336,8800;1.430,9180;0,7987;0
910;08-04-2022 16:09:08 551;-2,0217;1,3050;1,4703;0,0220;0,9411;0,3374;0,1925;-0,2992;0,3567;0,2479;0,8978;-0,3640;-0,1403;0,0481;0,9889;-1,9760;1,0710;2,2380;5;1.334,7300;1.423,3540;0,7994;0
911;08-04-2022 16:09:08 562;-2,0219;1,3058;1,4703;0,0208;0,9432;0,3317;0,1938;-0,2990;0,3523;0,2533;0,8883;-0,3831;-0,1199;0,1028;0,9874;-1,9760;1,0710;2,2380;5;1.332,9940;1.415,6920;0,8000;0
912;08-04-2022 16:09:08 573;-2,0221;1,3065;1,4702;0,0194;0,9451;0,3261;0,1944;-0,2975;0,3478;0,2650;0,8764;-0,4021;-0,0817;0,1210;0,9893;-1,9760;1,0710;2,2380;5;1.331,3310;1.408,3900;0,8006;0
913;08-04-2022 16:09:08 584;-2,0224;1,3072;1,4699;0,0183;0,9468;0,3212;0,1964;-0,2965;0,3437;0,2796;0,8634;-0,4200;-0,0435;0,1711;0,9843;-1,9760;1,0710;2,2380;5;1.330,0460;1.401,9750;0,8013;0
914;08-04-2022 16:09:08 595;-2,0224;1,3078;1,4696;0,0175;0,9483;0,3170;0,1974;-0,2944;0,3400;0,2951;0,8498;-0,4367;-0,0324;0,2154;0,9760;-1,9760;1,0710;2,2380;5;1.328,7210;1.396,5240;0,8020;0
915;08-04-2022 16:09:08 607;-2,0227;1,3084;1,4692;0,0163;0,9497;0,3127;0,1989;-0,2928;0,3364;0,3122;0,8359;-0,4515;-0,0250;0,2329;0,9722;-1,9760;1,0710;2,2380;5;1.327,5280;1.390,9260;0,8028;0
916;08-04-2022 16:09:08 618;-2,0229;1,3092;1,4687;0,0150;0,9513;0,3080;0,1998;-0,2912;0,3331;0,3257;0,8225;-0,4663;-0,0175;0,2955;0,9552;-2,5000;0,0000;2,5000;0;908,3633;653,6855;1,3966;0
